sp1.sp2.sp3sp1.sp2.sp3,(15.7513771345027-8.21329616075511),(18.4496001853197-2.04364806051193),(20.9879368210714-47.0529916382082),(18.2421961818259-1.90713452629052),(18.1664019689805-18.3708023595204),(15.3334692762054-7.14527846823832),(16.6871891371132-11.2199303606592),(13.7669062355541-4.23873164756035),(18.68005223397-2.20682284441644),(10.1981974960856-1.29006749604595)

